,Company name,"Street, no., building etc, line 1",City,Country,"NACE Rev. 2
Core code (4 digits)","Operating
revenue
(Turnover)
m EUR
2017","Operating
revenue
(Turnover)
m EUR
2016","Operating
revenue
(Turnover)
m EUR
2015","Operating
revenue
(Turnover)
m EUR
2014","Operating
revenue
(Turnover)
m EUR
2013","Operating
revenue
(Turnover)
m EUR
2012","Operating
revenue
(Turnover)
m EUR
2011","Operating
revenue
(Turnover)
m EUR
2010","Operating
revenue
(Turnover)
m EUR
2009","Operating
revenue
(Turnover)
m EUR
2008","Number of employees
2017","Number of employees
2016","Number of employees
2015","Number of employees
2014","Number of employees
2013","Number of employees
2012","Number of employees
2011","Number of employees
2010","Number of employees
2009","Number of employees
2008"
368,ENERGIE GRAND LITTORAL,ZONE INDUSTRIELLE PETITE SYNTHE,DUNKERQUE,France,3511,n.a.,14,12,14,15,15,13,13,12,12,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,ENERGIE MEAUX,10 RUE LEON BARBIER,MEAUX,France,3530,n.a.,16,15,15,16,23,26,25,26,28,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
323,ENERGIES ANTILLES,8 AVENUE HOCHE,PARIS,France,3511,n.a.,25,28,33,31,28,20,23,17,22,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
423,ENERLAY,ZUP DU BEL AIR,ST GERMAIN EN LAYE,France,3530,n.a.,6,10,7,4,n.a.,0,0,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
374,ENERLIS,AVENUE DE PROVENCE,LES ULIS,France,3530,n.a.,13,18,17,5,0,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
352,ENERSOL S.R.L.,VIA GUIDO D'AREZZO 15,MILANO,Italy,3511,n.a.,17,18,17,19,22,9,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
433,ENERSUD S.R.L.,VIA ROMA 32,CANCELLO ED ARNONE,Italy,4211,n.a.,5,6,2,2,1,1,3,n.a.,n.a.,n.a.,41,13,9,9,4,5,n.a.,n.a.,n.a.
272,ENERTHERM,2 RUE D ALENCON,COURBEVOIE,France,3530,n.a.,48,53,53,61,62,62,58,53,55,n.a.,n.a.,n.a.,73,n.a.,73,73,74,74,73
29,ENGIE ENERGIE SERVICES,1 PLACE DES DEGRES,PUTEAUX,France,3530,n.a.,"2,191","2,276","2,259","2,321","2,268","2,136","2,143","2,056","1,534",n.a.,"10,928","11,245","11,182","10,931",n.a.,n.a.,"11,064",n.a.,"8,012"
200,ENGIE THERMIQUE FRANCE,2 PLACE SAMUEL DE CHAMPLAIN,COURBEVOIE,France,3511,n.a.,111,100,128,160,312,240,157,2,0,n.a.,111,110,119,138,n.a.,140,134,n.a.,n.a.
393,ENNOBLISSEMENT DE FLANDRES ANC.,2 RUE DU RIVAGE,NIEPPE,France,1330,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
314,ENORIS,ROUTE DE LA BONDE,MASSY,France,3821,n.a.,28,31,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
51,ENTREMONT ALLIANCE,25 FAUBOURG DES BALMETTES,ANNECY,France,1051,n.a.,n.a.,"1,084","1,244","1,156",985,n.a.,"1,173","1,035","1,386",n.a.,n.a.,"1,752","1,770","1,781",n.a.,n.a.,n.a.,n.a.,n.a.
,ENTREPOSE INDUSTRIES,ZONE INDUSTRIELLE DE PETITE SYNTHE,DUNKERQUE,France,2511,n.a.,23,20,21,11,18,13,15,16,n.a.,n.a.,96,94,94,n.a.,n.a.,93,101,n.a.,n.a.
,ENTREPRISE MALET,30 AVENUE DE LARRIEU,TOULOUSE,France,4211,n.a.,239,235,260,262,234,244,230,246,274,n.a.,988,"1,024","1,084","1,067",n.a.,n.a.,"1,134","1,171","1,180"
118,EQIOM,49 AVENUE GEORGES POMPIDOU,LEVALLOIS PERRET,France,2351,n.a.,322,324,398,404,423,474,435,416,537,n.a.,693,729,782,805,n.a.,734,734,764,757
,ERASTEEL,PARIS 15 TOUR MAINE MONTPARNASE,PARIS,France,2431,n.a.,142,154,153,132,174,204,58,10,20,n.a.,n.a.,328,n.a.,38,n.a.,n.a.,36,n.a.,n.a.
458,ERIVA,RUE DU GENERAL CHATEAU,MONTEREAU FAULT YONNE,France,3530,n.a.,2,3,3,3,6,7,3,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
82,ESSO RAFFINAGE,ENTREE 6,COURBEVOIE,France,1920,n.a.,627,697,621,688,705,n.a.,560,624,690,n.a.,"1,159","1,157",n.a.,"1,219",n.a.,n.a.,"1,190","1,193","1,182"
446,ESTIA RESEAUX DE CHALEUR,6 RUE DES TREZELOTS,PULNOY,France,3530,n.a.,4,0,0,0,0,0,0,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
280,ETABLISSEMENTS RENE MAINGOURD,26 AVENUE GEORGES POMPIDOU,LA CHAPELLE ST MESMIN,France,1039,n.a.,n.a.,44,48,45,37,37,n.a.,n.a.,n.a.,n.a.,n.a.,152,148,143,148,157,n.a.,n.a.,n.a.
,ETOUVIE ENERGIES ET ENVIRONNEMENT,6 RUE DU PARC,OBERHAUSBERGEN,France,3511,n.a.,n.a.,3,4,5,5,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,ETS LACADEE SAS,19 ROUTE DE N HAUX,ARTHEZ DE BEARN,France,4621,21,22,28,32,40,45,36,24,27,28,22,20,n.a.,49,48,n.a.,39,37,35,33
544,ETS PUBLIC DE SANTE DE VILLE-EVRARD,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,EURALIS CEREALES,AVENUE GASTON PHOEBUS,LESCAR,France,4621,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,EURALIS COOP,CARRETERA EL COPERO (CR PUNTA VERDE),SEVILLA,Spain,4621,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
183,EURENCO,30 AVENUE CARNOT,MASSY,France,2014,n.a.,138,161,178,199,174,146,123,78,71,n.a.,474,492,503,516,n.a.,n.a.,435,420,n.a.
40,EURO DISNEY ASSOCIES,1 RUE DE LA GALMY,CHESSY,France,9321,n.a.,"1,541","1,573","1,495","1,471","1,612","1,390","1,367","1,331","1,359",n.a.,"15,089","14,610","13,027",n.a.,"14,105","13,678","13,221","13,266","13,509"
,EURODIF PRODUCTION,CITE DU TRICASTIN,ST PAUL TROIS CHATEAUX,France,2013,n.a.,77,n.a.,169,186,n.a.,204,212,212,210,n.a.,464,n.a.,588,30,n.a.,n.a.,n.a.,n.a.,n.a.
231,EUROFLOAT,ZONE INDUST ET PORTUAIRE,SALAISE SUR SANNE,France,2311,n.a.,82,95,95,92,85,85,76,71,81,n.a.,255,246,208,237,n.a.,n.a.,n.a.,n.a.,n.a.
213,EUROGLAS SA,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
198,EUROPAC PAPETERIE DE ROUEN,RUE DESIRE GRANET,ST ETIENNE DU ROUVRAY,France,1712,n.a.,118,121,117,114,98,94,89,51,87,n.a.,160,160,169,174,n.a.,n.a.,173,175,n.a.
,EUROPAFI SA,AVE J.-F. KENNEDY 45,ETTELBRUCK,Luxembourg,4690,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
100,EUROSERUM,ROUTE DE VILLERS,PORT SUR SAONE,France,1051,n.a.,n.a.,428,502,478,464,472,464,369,444,n.a.,n.a.,576,537,497,n.a.,437,n.a.,510,487
,EUROVIA GRANDS TRAVAUX,18 RUE THIERRY SABINE,MERIGNAC,France,4211,n.a.,50,61,38,35,89,46,52,33,38,n.a.,110,103,95,n.a.,98,94,90,83,80
,EVERBAL,2 RUE D AVAUX,EVERGNICOURT,France,1712,n.a.,37,36,35,33,32,36,29,28,28,n.a.,133,n.a.,137,139,132,136,143,129,134
,EVERGREEN MONTROUGE SAS,12 PLACE DES ETATS UNIS,MONTROUGE,France,6820,n.a.,30,26,27,28,22,21,1,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
456,EWA HOLDING LLC,9 W 57TH ST,NEW YORK,United States of America,6420,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7,n.a.
34,EXXONMOBIL CHEMICAL FRANCE,TOUR MANHATTAN,COURBEVOIE,France,2016,n.a.,"1,983","2,136","2,284","2,534","2,813","2,830","2,369","1,821","2,442",n.a.,"1,348","1,406",n.a.,"1,473","1,511","1,499","1,512","1,525","1,500"
384,FAURE,205 AVENUE ROGER SALENGRO,VILLEURBANNE,France,4673,n.a.,11,12,13,12,12,11,9,9,10,n.a.,28,28,26,29,25,26,n.a.,n.a.,19
,FAURECIA AUTOMOTIVE COMPOSITES,2 RUE HENNAPE,NANTERRE,France,2932,n.a.,50,45,42,50,23,n.a.,n.a.,n.a.,n.a.,n.a.,401,423,429,446,n.a.,n.a.,n.a.,n.a.,n.a.
63,FAURECIA SYSTEMES D'ECHAPPEMENT,2 RUE HENNAPE,NANTERRE,France,2932,n.a.,797,699,583,539,552,543,507,416,663,n.a.,"1,295","1,273","1,270","1,284","1,274","1,265","1,253","1,277","1,336"
6,FEDERAL EXPRESS CORP,"3610, HACKS CROSS ROAD",MEMPHIS,United States of America,5121,n.a.,n.a.,"23,787","19,137","20,139","20,774","16,677","17,261","15,723","15,634",n.a.,n.a.,"166,000",n.a.,"160,700","149,000","143,000","141,000","140,000","145,000"
495,FERRO COULEURS FRANCE,43 RUE JEANNE D ARC,ST DIZIER,France,2030,n.a.,0,0,0,0,1,1,5,22,25,n.a.,n.a.,n.a.,n.a.,n.a.,1,5,68,139,164
,FERROPEM,517 AVENUE DE LA BOISSE,CHAMBERY,France,2013,n.a.,437,470,429,393,411,515,371,275,493,n.a.,n.a.,"1,012",n.a.,984,n.a.,n.a.,900,886,882
251,FIBERTEX NONWOVENS,CHEMILLE 3-5,CHEMILLE-EN-ANJOU,France,1399,n.a.,68,66,64,59,56,56,54,45,50,n.a.,143,140,138,136,131,126,133,135,137
170,FIBRE EXCELLENCE SAINT-GAUDENS SAS,BOULEVARD DU PRESIDENT SARAGAT,ST GAUDENS,France,1711,n.a.,157,172,142,142,154,152,188,96,141,n.a.,267,263,255,278,280,n.a.,253,n.a.,265
190,FIBRE EXCELLENCE TARASCON SAS,BOULEVARD DU PRESIDENT SARAGAT,ST GAUDENS,France,1711,n.a.,130,154,139,125,130,138,161,82,124,n.a.,273,274,274,312,294,n.a.,269,271,275
377,FICOBEL,2 RUE DE LA TOUCHE LAMBERT,CESSON SEVIGNE,France,3530,n.a.,12,16,21,17,25,28,28,26,28,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
375,FIGENAL SNC,6 RUE COGNACQ JAY,PARIS,France,3530,n.a.,13,10,8,n.a.,17,23,22,16,24,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
461,FILARTOIS,PARC DES INDUSTRIES ARTOIS FLANDRES,DOUVRIN,France,2060,n.a.,n.a.,n.a.,n.a.,2,0,0,1,18,59,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,2,31,219,266
,FJET MANAGEMENT LLC,38 WASHINGTON ST,TRUMANSBURG,United States of America,8211,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,FLIGHT LEVELS LLC,7243 E OVERLOOK DR,SCOTTSDALE,United States of America,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,FMS FLEET MANAGEMENT SERVICE GMBH,ALTE BUERSCHE STR. 14,MELLE,Germany,5221,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,FORESA FRANCE,AVENUE DES INDUSTRIES,AMBARES ET LAGRAVE,France,2016,n.a.,44,52,56,52,43,47,34,24,46,n.a.,44,43,44,43,n.a.,40,n.a.,46,47
,FORGITAL DEMBIERMONT SAS,4 RUE JULES CAMPAGNE,HAUTMONT,France,2550,n.a.,39,46,46,37,49,52,46,63,107,n.a.,186,185,186,n.a.,215,n.a.,n.a.,248,268
,FRANCE TEINTURE,15 RUE DES HAUTS TREVOIS,TROYES,France,1330,n.a.,7,8,8,7,7,8,9,9,12,n.a.,92,93,93,94,n.a.,95,97,98,102
,"FREESCALE SEMICONDUCTOR, INC.","6501, WILLIAM CANNON DRIVE WEST",AUSTIN,United States of America,2611,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"2,435","3,755",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"18,000","22,900"
531,FROMAGERIES BEL PRODUCTION FRANCE SNC,2 ALLEE DE LONGCHAMP,SURESNES,France,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,FUTURE ELECTRONICS INC,237 BOUL HYMUS,POINTE-CLAIRE,Canada,4652,"6,250",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"1,500",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
345,GAILLARD SAS,51 AVENUE DU DOCTEUR JACQUES ARNAUD,CLUSES,France,2562,n.a.,n.a.,n.a.,15,n.a.,16,22,22,14,15,n.a.,n.a.,n.a.,107,n.a.,117,124,n.a.,n.a.,124
,GARREAU,13 RUE DU STADE,VIX,France,4321,n.a.,n.a.,1,1,1,1,1,1,1,1,n.a.,n.a.,8,12,9,9,8,8,8,n.a.
188,GASCOGNE PAPIER,68 RUE DE LA PAPETERIE,MIMIZAN,France,1712,n.a.,132,134,131,133,136,137,114,107,116,n.a.,388,406,460,476,479,480,471,466,469
508,GASSCO AS,BYGNESVEGEN 75,KOPERVIK,Norway,4950,n.a.,0,0,0,0,0,0,0,0,0,n.a.,209,218,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
222,GELATINES WEISHARDT,RUE MAURICE WEISHARDT,GRAULHET,France,2059,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,73,58,58,58,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,208,207,214,204
312,GEMDOUBS SAS,RUE JEAN BAPTISTE WEIBEL,NOVILLARS,France,1712,n.a.,30,30,32,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,59,55,44,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,GENIA CAPITAL (PTY) LTD,UNIT 20 SUMMIT PLACE 410 SUMMIT RD,MORNINGSIDE,South Africa,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
343,GENNEVILLIERS ENERGIE,15 RUE PAUL VERLAINE,GENNEVILLIERS,France,3511,n.a.,19,12,11,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
480,GENSEL SAS,45 10 LOC 208,BELLO,Colombia,4321,n.a.,0,1,0,0,n.a.,0,0,0,0,n.a.,43,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
390,GEODALYS,1 RUE DU PORT,DAMMARIE LES LYS,France,3530,n.a.,10,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
344,GEOGAZ LAVERA,2 RUE DES MARTINETS,RUEIL MALMAISON,France,5210,n.a.,18,18,n.a.,18,18,16,16,17,17,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
431,GEOPICTA,80 AVENUE DU GENERAL DE GAULLE,PUTEAUX,France,3530,n.a.,5,15,9,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,GEORGIAN AIRWAYS LIMITED,48 GRAYS INN GRAY'S INN ROAD,LONDON,United Kingdom,5229,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
447,GEOVAL,38 RUE DE SARLIEVE,COURNON-D'AUVERGNE,France,7112,n.a.,n.a.,n.a.,4,4,4,4,4,4,4,n.a.,n.a.,n.a.,n.a.,44,n.a.,n.a.,n.a.,n.a.,n.a.
45,GIAT INDUSTRIES,83 BOULEVARD EXELMANS,PARIS,France,7010,n.a.,n.a.,"1,253","1,221",796,736,846,"1,070",0,0,n.a.,n.a.,"4,197",n.a.,"3,795",n.a.,n.a.,n.a.,n.a.,n.a.
523,GIE ATR,,BLAGNAC,France,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
550,GIE CHIMIE SALINDRES,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
556,GIE DALKIA FRANCE SOCCRAM CHAUFFAGE,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
547,GIE OSIRIS,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,GIORGI ROBERTO,VIA PASSO DEL CARDINALE,CECCANO,Italy,4752,n.a.,0,0,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1,1,1,1,n.a.,n.a.,n.a.,n.a.,n.a.
,GLACIAL ENERGY,44 GLEASON RD,PRINCETON,United States of America,8299,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.
258,GLANZSTOFF LONGLAVILLE,9087 RUE ERNEST HEMINGWAY,LONGLAVILLE,France,2060,n.a.,61,71,76,85,89,99,82,73,82,n.a.,202,199,198,204,215,219,224,227,245
,GLAXOSMITHKLINE BIOLOGICALS,RUE DE L'INSTITUT 89,RIXENSART,Belgium,2120,n.a.,"6,322","4,375","3,933","3,814","3,682","3,488","4,814","3,573","2,697",n.a.,"8,387","8,474","8,212","7,697","7,426","7,252","6,696","6,042","5,748"
,GLENCORE MANGANESE FRANCE,ROUTE DE L ECLUSE MARDYCK,GRANDE SYNTHE,France,2410,n.a.,62,61,60,102,150,158,195,71,262,n.a.,90,87,91,n.a.,96,n.a.,91,n.a.,119
,GLOBAL JET IOM LTD,"EXCHANGE HOUSE, 54-58 ATHOL STREET",DOUGLAS,Isle Of Man (United Kingdom),,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,GLOBAL SWITCH PARIS,7 RUE PETIT,CLICHY,France,6311,n.a.,n.a.,52,45,44,43,35,32,28,4,n.a.,n.a.,22,20,21,19,n.a.,n.a.,n.a.,n.a.
,"GOLD EAGLE CO.,LTD.",19/37 MU,"BANG NAM PRIAO, CHACHOENGSAO",Thailand,,n.a.,3,n.a.,4,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
102,GOODYEAR DUNLOP TIRES FRANCE,8 RUE LIONEL TERRAY,RUEIL MALMAISON,France,4531,n.a.,422,427,414,512,558,586,562,666,882,n.a.,"1,126","1,205",n.a.,"2,253","2,347","2,427","2,456","2,834","3,663"
247,GRAP'SUD,120 CHEMIN DE LA REGORDANE,CRUVIERS LASCOURS,France,2014,n.a.,n.a.,n.a.,57,61,66,46,42,44,48,n.a.,n.a.,n.a.,207,203,208,n.a.,n.a.,n.a.,n.a.
257,GREENFIELD,ZI LA GRANDE BORNE,CHATEAU THIERRY,France,1711,n.a.,61,65,67,67,66,57,66,54,71,n.a.,78,78,78,79,77,80,83,85,84
,GROUPE CERABATI,TOUR PART DIEU,LYON,France,2331,n.a.,n.a.,28,55,64,67,73,n.a.,103,133,n.a.,n.a.,126,144,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,GROUPE FRANCE CERAM,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,GROUSSARD,8 RUE JEAN GARCON,BLAIN,France,4334,n.a.,0,0,0,0,0,0,0,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
32,GRTGAZ,IMMEUBLE BORA,BOIS COLOMBES,France,4950,n.a.,"2,023","1,994","2,091","1,946","1,780","1,674","1,632","1,564","1,548",n.a.,"2,915","2,959","2,961","2,988",n.a.,"2,971","2,736",n.a.,n.a.
331,GSELL SP. Z O.O.,ZLOTA 59 LOK. 1415,WARSZAWA,Poland,4652,n.a.,23,48,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,GUSTAVE MULLER SAS,PORT RHENAN,NEUF-BRISACH,France,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
290,H2D DIDIER MARY,6 ROUTE DE LA FERTE SOUS JOUARRE,MARY SUR MARNE,France,1812,n.a.,n.a.,38,43,44,50,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,266,277,274,264,n.a.,n.a.,n.a.,n.a.
,HAINAUT ENROBES,3 RUE EMILE PIERRONNE,BOUCHAIN,France,2399,n.a.,13,10,13,13,10,11,9,13,17,n.a.,5,5,5,5,5,5,6,6,6
,HALLIBURTON AS,ELDFISKVEGEN 1,TANANGER,Norway,910,n.a.,499,604,676,759,711,580,577,540,n.a.,n.a.,"1,569","2,092",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
471,HAUTEPIERRE ENERGIE,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,Credit needed,n.a.,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,HEDA AIRLINES LIMITED,"DOUGLAS CHAMBERS, NORTH QUAY",DOUGLAS,Isle Of Man (United Kingdom),,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
48,HEINEKEN ENTREPRISE,2 RUE DES MARTINETS,RUEIL MALMAISON,France,1105,n.a.,"1,231","1,209","1,163","1,096","1,073","1,105","1,022",n.a.,"1,017",n.a.,"1,217","1,213",n.a.,"1,274",n.a.,n.a.,"1,292",n.a.,"1,412"
,HENDRICK MOTOR SPORTS,7701 N TRYON ST,CHARLOTTE,United States of America,9312,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,HENKEL FRANCE,161 RUE DE SILLY,BOULOGNE BILLANCOURT,France,2041,n.a.,902,785,789,744,732,762,739,719,888,n.a.,610,666,667,666,707,749,782,813,858
78,HERTA,7 BOULEVARD PIERRE CARLE,NOISIEL,France,1013,n.a.,651,669,662,645,649,625,572,555,690,n.a.,"1,691",n.a.,"1,680","1,684","1,658",n.a.,n.a.,"1,494",n.a.
,HIGH PERFORMANCE 100 SOCIEDAD ANONIMA CERRADA,AVENIDA JAVIER PRADO OESTE 1680,SAN ISIDRO,Peru,4690,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
250,HILDING ANDERS DANMARK A/S,FABRIKSVEJ 13,HURUP THY,Denmark,3103,n.a.,68,68,67,71,72,n.a.,n.a.,n.a.,n.a.,n.a.,188,201,203,212,192,n.a.,n.a.,n.a.,n.a.
330,HOLCIM HAUT RHIN,LIEU DIT RITTY,BLOTZHEIM,France,2351,n.a.,n.a.,22,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,116,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
516,HOLOPHANE SA DE CV,CARR. MEXICO CUAUTITLAN NO. KM. 31,CUAUTITLAN,Mexico,4759,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"2,100",n.a.,n.a.,n.a.,n.a.,n.a.
,HOP,24 26 IMMEUBLE CARACAS SILIC,RUNGIS,France,5110,n.a.,881,743,719,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.,"2,737",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
