,Company name,"Street, no., building etc, line 1",City,Country,"NACE Rev. 2
Core code (4 digits)","Operating
revenue
(Turnover)
m EUR
2017","Operating
revenue
(Turnover)
m EUR
2016","Operating
revenue
(Turnover)
m EUR
2015","Operating
revenue
(Turnover)
m EUR
2014","Operating
revenue
(Turnover)
m EUR
2013","Operating
revenue
(Turnover)
m EUR
2012","Operating
revenue
(Turnover)
m EUR
2011","Operating
revenue
(Turnover)
m EUR
2010","Operating
revenue
(Turnover)
m EUR
2009","Operating
revenue
(Turnover)
m EUR
2008","Number of employees
2017","Number of employees
2016","Number of employees
2015","Number of employees
2014","Number of employees
2013","Number of employees
2012","Number of employees
2011","Number of employees
2010","Number of employees
2009","Number of employees
2008"
840.,ESMALGLASS SA,"CARRETERA CV-20, KM 2,3",VILA-REAL,Spain,2030,n.a.,97,92,94,94,101,96,85,72,112,n.a.,286,275,281,296,316,324,307,343,408
757.,"ESMALTES, SOCIEDAD ANONIMA","CARRETERA CASTELLON-TERUEL, KM 22,5",ALCORA,Spain,2030,n.a.,15,17,17,18,18,16,18,16,28,n.a.,64,66,66,65,68,74,74,77,108
127.,ESNELAT SL,"POLIGONO ERRATZU, S/N PARCELAS E-F",URNIETA,Spain,1051,n.a.,193,202,209,199,171,89,143,135,141,n.a.,199,225,203,186,211,186,173,183,169
540.,ESSITY OPERATIONS ALLO SL.,"CALLE FRUCTUOS GELABERT (EDIF. CONATA 2), 6 8. 6A PLANTA",SANT JOAN DESPI,Spain,1712,n.a.,168,181,142,167,157,172,166,163,175,n.a.,424,394,338,333,368,370,358,335,343
805.,ESSITY SPAIN SOCIEDAD LIMITADA.,CARRETERA VILABELLA (KM 2),PUIGPELAT,Spain,1729,n.a.,567,580,549,545,482,465,450,433,433,n.a.,691,711,733,823,771,780,791,773,739
119.,ESTUDIO CERAMICO SL,"PARTIDA RACHINA, S/N",SANT JOAN DE MORO,Spain,4673,n.a.,n.a.,7,8,9,11,12,12,12,17,n.a.,n.a.,93,92,104,104,87,98,140,211
880.,EUROATOMIZADO SA,"CALLE CAMI DEL COLADOR ((PG IND EL COLOMER)), PARC 40 APDO 221",ONDA,Spain,2399,n.a.,72,59,52,47,47,44,49,44,62,n.a.,99,87,75,77,88,94,84,76,106
132.,EUROCERAMICAS SANCHEZ PALOMERO SA,CARRETERA DE ALDEHUELA (KM 0.800),CARCABOSO,Spain,2349,n.a.,0,0,0,0,0,1,1,1,1,n.a.,9,10,11,14,18,17,18,18,22
904.,"EXAGRES, SA","AVENIDA DE LA REINA DELS APOSTOLS, S/N",BETXI,Spain,2331,n.a.,11,11,11,11,11,13,13,14,20,n.a.,77,73,86,93,114,137,142,159,192
368.,EXECUTIVE AIRLINES SL,"CALLE DE ANABEL SEGURA, 11",ALCOBENDAS,Spain,5110,n.a.,n.a.,40,42,41,33,36,44,50,65,n.a.,n.a.,85,99,108,112,104,111,106,107
791.,"EXTRACO, CONSTRUCCIONS E PROXECTOS, SA","CAMINO DA CIMA, 24 1",OURENSE,Spain,4120,n.a.,49,34,28,29,41,53,63,61,63,n.a.,188,143,467,133,124,174,191,198,204
464.,FABRICACION ESPANOLA SANITARIA SA,"CARRETERA ARGELITA, S/N",LUCENA DEL CID,Spain,2331,n.a.,10,9,7,7,6,7,8,7,7,n.a.,66,61,60,59,58,60,62,64,75
45.,FERRO SPAIN SA,"CARRETERA NACIONAL 340, - KM 61,500",ALMAZORA,Spain,2349,n.a.,210,221,238,283,284,288,272,209,262,n.a.,627,608,652,706,727,741,833,855,827
995.,FERROATLANTICA SAU,"PASEO CASTELLANA (EDIF. TORRESPACIO), 259 PLANTA 49",MADRID,Spain,2410,n.a.,311,402,410,424,422,487,471,255,549,n.a.,651,657,652,638,635,650,626,558,637
288.,"FERTIBERIA, SA","PASEO CASTELLANA, 259 D, PLANTA 48, EDIF. TORRE ESPACIO",MADRID,Spain,2015,n.a.,484,651,668,743,965,805,693,420,823,n.a.,820,826,831,861,864,872,"1,004","1,074","1,086"
612.,FIRTEC SA,"CALLE PEDRO I PONS, 9 - 11",BARCELONA,Spain,4211,n.a.,16,21,15,11,9,16,29,41,36,n.a.,49,48,39,38,44,67,69,68,75
972.,FONT SALEM SL,"PARTIDA DEL FRONTO (POLIGONO), S/N",SALEM,Spain,1105,n.a.,218,199,193,225,244,239,230,225,184,n.a.,341,334,357,393,401,400,403,449,454
699.,FORD ESPANA SL,"CALLE DE LA CALENDULA, 13 ED MINIPARC IV",ALCOBENDAS,Spain,2910,n.a.,n.a.,"12,643","9,810","8,273","6,711","9,042","8,911","9,253","10,391",n.a.,n.a.,"11,572","11,413","9,406","7,891","8,162","8,497","7,960","10,136"
401.,FORESA INDUSTRIAS QUIMICAS DEL NOROESTE SA,"AVENIDA DONA URRACA, 91",CALDAS DE REIS,Spain,2059,n.a.,91,110,114,104,91,98,64,57,108,n.a.,93,92,90,90,85,81,75,79,81
386.,FORESTAL DEL ATLANTICO SA,"CALLE PROMONTORIO, S/N",MUGARDOS,Spain,2052,n.a.,65,77,79,76,82,100,87,69,83,n.a.,47,46,45,48,48,48,48,49,49
282.,FRIAS NUTRICION SA,"CALLE MONTES DE OCA (PG IND IND VILLALONQUEJAR), 24",BURGOS,Spain,4639,n.a.,52,47,51,53,54,64,51,55,45,n.a.,138,138,146,143,147,139,137,139,139
502.,"FRIMANCHA INDUSTRIAS CARNICAS, SA",CARRETERA NACIONAL IV (KM 200),VALDEPENAS,Spain,1011,n.a.,172,171,168,167,167,154,125,128,144,n.a.,130,151,136,127,125,148,145,146,151
667.,FRITTA SLU,"CARRETERA CV-20 (APDO.DE CORREOS 293), S/N KM 8",ONDA,Spain,2059,n.a.,n.a.,n.a.,94,85,76,69,50,43,64,n.a.,n.a.,n.a.,282,251,238,236,209,221,182
347.,FUDEPOR SL,"LUGAR LA COSTERA, S/N",ALHAMA DE MURCIA,Spain,3511,n.a.,0,0,1,16,18,17,14,16,14,n.a.,n.a.,n.a.,1,1,1,1,1,1,1
931.,"FUNDICIONES DE ODENA, SA","CARRETERA NACIONAL II (KM 555,200)",ODENA,Spain,2451,n.a.,45,45,44,46,45,49,43,31,50,n.a.,321,330,343,356,345,364,349,316,362
695.,GALLEGA DE RESIDUOS GANADEROS SA,"LUGAR SANTA CRUZ (ARRABALDO CPA), S/N",OURENSE,Spain,2015,n.a.,n.a.,n.a.,5,19,22,15,14,14,14,n.a.,n.a.,n.a.,1,1,1,1,1,1,1
166.,GAS Y ELECTRICIDAD GENERACION SA,"CALLE SANT JOAN DE DEU, 1",PALMA,Spain,3511,n.a.,528,573,775,593,757,783,811,744,895,n.a.,399,418,452,462,446,436,437,420,400
729.,GESTAIR SA,"CALLE DE ANA ISABEL SEGURA (CENTRO DE NEGOCIOS ALBATROS), 11 2C",ALCOBENDAS,Spain,5110,n.a.,49,42,38,52,57,57,51,58,67,n.a.,139,135,178,185,13,162,153,151,208
13.,GLOBAL SWITCH PROPERTY MADRID SL,"CALLE YECORA, 4",MADRID,Spain,6820,n.a.,n.a.,22,20,19,18,16,13,9,7,n.a.,n.a.,12,12,12,12,14,11,9,9
606.,GOMA CAMPS SOCIEDAD ANONIMA,"CALLE CARDENAL GOMA (COSTA ALTA), 29",LA RIBA,Spain,1722,n.a.,92,86,87,87,82,90,84,84,82,n.a.,311,317,314,322,320,397,318,332,333
1.,GRABISA TINTES Y ACABADOS SL,CARRETERA NACIONAL 120 (LOGRONO KM 109-110),BURGOS,Spain,1330,n.a.,8,8,9,10,10,10,9,9,10,n.a.,56,56,61,68,73,70,70,71,72
326.,GRAFTECH IBERICA SL,"CARRETERA ASIAIN, S/N",CENDEA DE OLZA/OLTZA ZENDEA,Spain,2059,n.a.,54,55,67,76,60,72,67,46,78,n.a.,197,201,211,206,192,205,192,194,225
876.,GRANADA VAPOR Y ELECTRICIDAD SOCIEDAD LIMITADA,"CAMINO PURCHIL (GRANADA), 66",GRANADA,Spain,3511,n.a.,17,21,19,18,20,20,18,15,13,n.a.,13,13,24,13,13,13,13,13,13
71.,GRES DE ARAGON SOCIEDAD ANONIMA.,"CARRETERA ESCATRON, 9",ALCANIZ,Spain,2331,n.a.,13,13,14,14,12,13,13,15,21,n.a.,137,132,129,83,86,86,87,94,158
437.,GRES DE LA MANCHA SL,CARRETERA CONSUEGRA (KM 1 200),LOS YEBENES,Spain,2331,n.a.,8,8,7,8,7,9,9,11,12,n.a.,59,51,49,45,48,53,63,62,63
302.,GRES LA SAGRA SL,"AVENIDA DE CASTILLA LA MANCHA, 1",ALAMEDA DE LA SAGRA,Spain,2331,n.a.,4,4,4,4,4,5,6,8,11,n.a.,46,33,44,45,46,45,48,53,93
254.,GRES-FORT SA,"POLIGONO INDUSTRIAL RAMONET, S/N",ALMAZORA,Spain,2331,n.a.,0,1,3,3,3,4,5,6,9,n.a.,5,18,31,33,35,37,47,50,67
935.,"GRESPANIA, SOCIEDAD ANONIMA","CARRETERA ALCORA ((CV-16) - KM 2,2)",CASTELLON,Spain,2331,n.a.,85,78,75,72,72,76,70,74,89,n.a.,402,375,380,385,445,445,457,481,480
984.,"GRIFOLS, S.A.",CALLE JESUS I MARIA 6,BARCELONA,Spain,2120,n.a.,"4,050","3,935","3,355","2,742","2,621","1,798",992,915,821,n.a.,"14,890","14,749","13,993","12,615","11,418","11,259","6,108","5,934","5,884"
218.,GRUP BAUCELLS ALIMENTACIO SL,"CALLE MOLI DEL LLOBET (POL IND MALLOLES), 53",VIC,Spain,1011,n.a.,129,109,118,158,146,135,117,106,104,n.a.,242,250,268,287,257,274,260,298,369
465.,GUARDIAN INDUSTRIES NAVARRA SLU,"POLIGONO INDUSTRIAL MONTES DEL CIERZO (CR N232.KM 86), S/N",TUDELA,Spain,2311,n.a.,118,64,65,67,69,66,65,53,77,n.a.,289,186,189,188,183,176,174,187,193
17.,GUARDIAN LLODIO UNO SLU,"CALLE JOSE MATIA, 36",LAUDIO/LLODIO,Spain,2311,n.a.,81,183,181,188,182,214,200,176,218,n.a.,507,622,635,704,650,794,868,764,777
364.,"GUARRO CASAS, SA","LUGAR CAN GUARRO, S/N",GELIDA,Spain,1712,n.a.,n.a.,25,24,24,24,26,26,24,30,n.a.,n.a.,152,148,154,160,165,165,173,187
656.,GUIPASA SA,"CALLE ANTONIO VALVERDE, 2",DONOSTIA-SAN SEBASTIAN,Spain,4211,n.a.,n.a.,n.a.,n.a.,n.a.,9,15,18,26,20,n.a.,n.a.,n.a.,n.a.,n.a.,34,39,44,48,47
625.,HATZ SPAIN SA,"CARRETERA NACIONAL 340 (PG IND LA MINA), KM 953,8",NULES,Spain,2331,n.a.,25,43,49,52,52,50,47,43,49,n.a.,210,226,227,234,241,247,246,265,320
944.,HEINEKEN ESPANA SA,"AVENIDA ANDALUCIA, 1",SEVILLA,Spain,1105,n.a.,n.a.,958,915,878,915,935,935,961,993,n.a.,n.a.,"1,797","1,710","1,646","1,604","1,652","1,748","1,867","1,899"
599.,HENKEL IBERICA SA,"CALLE BILBAO, 72 -84",BARCELONA,Spain,2041,n.a.,n.a.,608,544,526,538,574,586,572,750,n.a.,n.a.,874,866,925,960,"1,026","1,063","1,268","1,402"
258.,HERBA RICEMILLS SLU,"CALLE REAL, 43",SAN JUAN DE AZNALFARACHE,Spain,4621,n.a.,367,394,390,380,365,332,280,275,297,n.a.,712,630,617,623,623,548,522,482,472
789.,HEREDEROS CERAMICA SAMPEDRO SOCIEDAD ANONIMA,"AVENIDA ENTRENA, 38",LARDERO,Spain,2332,n.a.,n.a.,3,2,2,4,4,5,5,9,n.a.,n.a.,24,20,19,25,24,38,39,51
898.,HEREDEROS DE MARQUEZ VILLAR SL,CARRETERA MADRID - CADIZ (KM 295),BAILEN,Spain,2332,n.a.,n.a.,n.a.,n.a.,0,0,1,1,1,3,n.a.,n.a.,n.a.,n.a.,n.a.,9,9,15,15,15
316.,HERMANOS DIAZ REDONDO SA,"CAMINO BARCA, S/N",COBEJA,Spain,2332,n.a.,4,4,4,4,5,7,7,9,15,n.a.,29,26,25,26,34,47,59,68,83
518.,HERMANOS ORTIZ BRAVO SA,"CALLE VEREDA PRADO, S/N",PANTOJA,Spain,2332,n.a.,0,0,1,1,3,5,6,10,17,n.a.,3,3,6,6,19,34,30,51,86
133.,HIDRO NITRO ESPANOLA SA,"PASEO CASTELLANA, 259 D - PLTA 49",MADRID,Spain,2410,n.a.,69,78,77,91,95,100,130,89,125,n.a.,169,168,178,186,173,184,175,160,170
295.,HIJOS DE CIPRIANO CASTELLO ALFONSO SL,"AVENIDA MANUEL ESCOBEDO, 15",ONDA,Spain,2331,n.a.,26,25,26,29,33,34,33,31,33,n.a.,167,166,166,166,168,168,166,170,175
742.,HIJOS DE FRANCISCO MORANT SL,"CARRETERA SAN VICENTE, 10",AGOST,Spain,2332,n.a.,5,5,4,4,3,3,5,6,13,n.a.,38,35,33,34,32,31,34,55,66
136.,HIJOS DE JUAN CRUZ HERNANDEZ SA,CARRETERA NACIONAL 232 ((CR. DE ZARAGOZA) KM 8),AGONCILLO,Spain,2332,n.a.,0,1,1,2,1,1,1,2,3,n.a.,1,8,7,9,7,6,11,21,21
151.,"HIJOS DE RIVERA, SA","CALLE JOSE MARIA RIVERA CORRAL (ANT CL GAMBRINUS), 6",A CORUNA,Spain,1105,n.a.,376,330,275,230,205,191,180,166,147,n.a.,522,477,436,386,370,372,362,355,352
555.,"HISPAPLANO BRICKS, S.L.","CAMINO JAMBRINA, S/N",CORRALES DEL VINO,Spain,2332,n.a.,n.a.,n.a.,n.a.,n.a.,2,3,4,4,7,n.a.,n.a.,n.a.,n.a.,n.a.,16,17,20,18,17
648.,HOLCIM ESPANA SA,"AVENIDA MANOTERAS (ED B), 20 PISO 1",MADRID,Spain,2351,n.a.,n.a.,125,177,183,200,269,328,400,640,n.a.,n.a.,408,588,695,949,"1,294","1,537","1,810","1,921"
291.,HORMIGONES INSULARES SOCIEDAD LIMITADA,CARRETERA ARRECIFE YAIZA (KM 5),SAN BARTOLOME,Canary Islands (Spain),7112,n.a.,10,10,9,7,4,8,12,11,13,n.a.,65,57,47,23,31,87,104,123,125
217.,HUNTSMAN P&A SPAIN SL.,"POLIGONO NUEVO PUERTO (CL GOBERNADOR ANGEL HORCAJADAS), S/N",PALOS DE LA FRONTERA,Spain,2012,n.a.,246,196,197,211,252,245,166,104,140,n.a.,193,220,207,220,221,229,230,143,286
676.,IBERDROLA GENERACION SAU,"PLAZA EUSKADI, 5",BILBAO,Spain,3511,n.a.,"1,267","1,479","1,346","11,764","12,147","10,309","7,796","3,045","4,978",n.a.,991,"1,021","1,489","1,868","2,260","2,245","2,233","1,868","1,848"
63.,IBERO ALCORENSE SL,CARRETERA CASTELLON-TERUEL (KM 19),ALCORA,Spain,2331,n.a.,32,30,30,29,25,21,18,18,25,n.a.,125,122,122,124,119,109,92,96,124
52.,IBERPOTASH SA,"POLIGONO AFORES, S/N",SURIA,Spain,0891,n.a.,255,304,295,333,326,296,260,145,271,n.a.,800,779,779,802,822,841,813,859,902
633.,ILERPROTEIN SL,"CARRETERA NACIONAL 240, KM 112",ALMACELLES,Spain,1091,n.a.,16,17,19,19,19,22,17,18,17,n.a.,25,29,29,27,27,29,30,30,23
423.,INCOAZUL SL,"CAMINO FOYES FERRAES, S/N APARTADO DE CORREOS 84",ALCORA,Spain,2331,n.a.,n.a.,5,5,6,8,10,8,8,8,n.a.,n.a.,39,39,39,37,42,41,38,44
671.,INDUCERAMA SL,"AVENIDA JOSE ORTEGA Y GASSET, APARTADO CORREOS NUMERO 11 KM 8",MALAGA,Spain,2332,n.a.,2,1,1,1,1,1,2,2,3,n.a.,19,13,9,14,14,14,20,18,22
372.,INDULLEIDA SA,"CARRETERA NACIONAL 230, KM 12",ALGUAIRE,Spain,1032,n.a.,67,62,57,65,62,53,39,47,51,n.a.,138,139,137,133,129,127,127,127,128
753.,INDUSTRIA DE MADERAS AGLOMERADAS SOCIEDAD ANONIMA,"BARRIO KURTZERO, 34",MUXIKA,Spain,1621,n.a.,n.a.,n.a.,n.a.,n.a.,1,40,36,35,52,n.a.,n.a.,n.a.,n.a.,n.a.,38,137,140,151,166
